action,observation.state,timestamp,frame_index,episode_index,index,task_index
[0. 0. 0. 0. 0. 0. 0.],"[-1.0197706e-04 -8.8380111e-05  4.7589292e-05  3.3908422e-05
 -2.2040473e-04 -1.1867947e-04  0.0000000e+00]",0.0,0,0,0,0
[0. 0. 0. 0. 0. 0. 0.],"[-1.0877552e-04 -8.8380111e-05  5.4387761e-05  5.0862629e-05
 -2.2040473e-04 -1.2715657e-04  0.0000000e+00]",0.033333335,1,0,1,0
[0. 0. 0. 0. 0. 0. 0.],"[-1.0877552e-04 -8.1581646e-05  4.7589292e-05  3.3908422e-05
 -2.1192763e-04 -1.3563369e-04  2.2478000e+03]",0.06666667,2,0,2,0
[0. 0. 0. 0. 0. 0. 0.],"[-7.4783173e-05 -6.1186234e-05  6.7984702e-06  2.5431314e-05
 -1.6106499e-04 -1.0172526e-04  2.2478000e+03]",0.1,3,0,3,0
[0. 0. 0. 0. 0. 0. 0.],"[-4.7589292e-05 -5.4387761e-05  0.0000000e+00  2.5431314e-05
 -1.1867947e-04 -7.6293945e-05  2.2478000e+03]",0.13333334,4,0,4,0
[0. 0. 0. 0. 0. 0. 0.],"[-4.7589292e-05 -4.0790823e-05  6.7984702e-06  1.6954211e-05
 -8.4771047e-05 -4.2385524e-05  2.2478000e+03]",0.16666667,5,0,5,0
[0. 0. 0. 0. 0. 0. 0.],"[-4.0790823e-05 -3.3992354e-05  6.7984702e-06  1.6954211e-05
 -5.0862629e-05 -2.5431314e-05  2.2478000e+03]",0.2,6,0,6,0
[0. 0. 0. 0. 0. 0. 0.],"[-2.0395411e-05 -2.7193881e-05  0.0000000e+00 -0.0000000e+00
 -5.0862629e-05 -1.6954211e-05  2.2478000e+03]",0.23333333,7,0,7,0
[0. 0. 0. 0. 0. 0. 0.],"[-6.798470e-06 -2.719388e-05 -6.798470e-06  8.477105e-06 -3.390842e-05
 -8.477105e-06  2.247800e+03]",0.26666668,8,0,8,0
[0. 0. 0. 0. 0. 0. 0.],"[-0.000000e+00 -2.719388e-05  0.000000e+00  8.477105e-06 -1.695421e-05
 -8.477105e-06  2.247800e+03]",0.3,9,0,9,0
[0. 0. 0. 0. 0. 0. 0.],"[-1.3596940e-05 -2.0395411e-05 -6.7984702e-06  8.4771054e-06
 -8.4771054e-06 -8.4771054e-06  2.2478000e+03]",0.33333334,10,0,10,0
[0. 0. 0. 0. 0. 0. 0.],"[-6.798470e-06 -2.719388e-05  6.798470e-06  8.477105e-06 -0.000000e+00
 -0.000000e+00  2.247800e+03]",0.36666667,11,0,11,0
[0. 0. 0. 0. 0. 0. 0.],"[-0.000000e+00 -2.719388e-05  0.000000e+00  8.477105e-06  8.477105e-06
 -0.000000e+00  2.247800e+03]",0.4,12,0,12,0
[0. 0. 0. 0. 0. 0. 0.],"[-0.000000e+00 -6.798470e-06 -1.359694e-05 -8.477105e-06 -0.000000e+00
  8.477105e-06  2.247800e+03]",0.43333334,13,0,13,0
[0. 0. 0. 0. 0. 0. 0.],"[-6.798470e-06 -1.359694e-05 -6.798470e-06  8.477105e-06 -0.000000e+00
  1.695421e-05  2.247800e+03]",0.46666667,14,0,14,0
[0. 0. 0. 0. 0. 0. 0.],"[-0.000000e+00 -6.798470e-06 -6.798470e-06  8.477105e-06  1.695421e-05
  8.477105e-06  2.247800e+03]",0.5,15,0,15,0
[0. 0. 0. 0. 0. 0. 0.],"[-6.798470e-06 -6.798470e-06  0.000000e+00  8.477105e-06 -8.477105e-06
 -0.000000e+00  2.247800e+03]",0.53333336,16,0,16,0
[0. 0. 0. 0. 0. 0. 0.],"[-0.000000e+00 -0.000000e+00  1.359694e-05 -0.000000e+00  8.477105e-06
  1.695421e-05  2.247800e+03]",0.56666666,17,0,17,0
[0. 0. 0. 0. 0. 0. 0.],"[ 6.798470e-06  6.798470e-06  6.798470e-06  8.477105e-06 -0.000000e+00
  1.695421e-05  2.247800e+03]",0.6,18,0,18,0
[0. 0. 0. 0. 0. 0. 0.],"[ 6.798470e-06 -6.798470e-06  6.798470e-06  8.477105e-06 -0.000000e+00
  8.477105e-06  2.247800e+03]",0.6333333,19,0,19,0
[0. 0. 0. 0. 0. 0. 0.],"[-0.000000e+00 -0.000000e+00  6.798470e-06 -0.000000e+00  1.695421e-05
 -0.000000e+00  2.247800e+03]",0.6666667,20,0,20,0
[0. 0. 0. 0. 0. 0. 0.],"[ 6.798470e-06 -0.000000e+00  0.000000e+00  8.477105e-06  8.477105e-06
 -0.000000e+00  2.247800e+03]",0.7,21,0,21,0
[0. 0. 0. 0. 0. 0. 0.],"[-6.798470e-06 -0.000000e+00  1.359694e-05 -8.477105e-06 -0.000000e+00
 -0.000000e+00  2.247800e+03]",0.73333335,22,0,22,0
[0. 0. 0. 0. 0. 0. 0.],"[ 6.798470e-06 -6.798470e-06  0.000000e+00 -8.477105e-06  1.695421e-05
 -0.000000e+00  2.247800e+03]",0.76666665,23,0,23,0
[0. 0. 0. 0. 0. 0. 0.],"[-6.798470e-06 -1.359694e-05 -6.798470e-06  8.477105e-06 -0.000000e+00
 -0.000000e+00  2.247800e+03]",0.8,24,0,24,0
[0. 0. 0. 0. 0. 0. 0.],"[-0.000000e+00 -6.798470e-06  0.000000e+00 -8.477105e-06  8.477105e-06
 -0.000000e+00  2.247800e+03]",0.8333333,25,0,25,0
[0. 0. 0. 0. 0. 0. 0.],"[-6.798470e-06  6.798470e-06 -6.798470e-06 -1.695421e-05 -0.000000e+00
 -0.000000e+00  2.247800e+03]",0.8666667,26,0,26,0
[0. 0. 0. 0. 0. 0. 0.],"[ 6.798470e-06  6.798470e-06  6.798470e-06 -0.000000e+00  8.477105e-06
 -0.000000e+00  2.247800e+03]",0.9,27,0,27,0
[0. 0. 0. 0. 0. 0. 0.],"[-0.000000e+00 -6.798470e-06  6.798470e-06 -0.000000e+00  1.695421e-05
 -0.000000e+00  2.247800e+03]",0.93333334,28,0,28,0
[0. 0. 0. 0. 0. 0. 0.],"[ 6.798470e-06 -6.798470e-06  0.000000e+00 -8.477105e-06 -0.000000e+00
 -8.477105e-06  2.247800e+03]",0.96666664,29,0,29,0
[0. 0. 0. 0. 0. 0. 0.],"[-0.000000e+00 -0.000000e+00  0.000000e+00 -0.000000e+00 -0.000000e+00
 -8.477105e-06  2.247800e+03]",1.0,30,0,30,0
[0. 0. 0. 0. 0. 0. 0.],"[ 6.798470e-06 -6.798470e-06 -6.798470e-06 -0.000000e+00  8.477105e-06
 -8.477105e-06  2.247800e+03]",1.0333333,31,0,31,0
[0. 0. 0. 0. 0. 0. 0.],"[-0.00000e+00 -0.00000e+00 -6.79847e-06 -0.00000e+00 -0.00000e+00
 -0.00000e+00  2.24780e+03]",1.0666667,32,0,32,0
[0. 0. 0. 0. 0. 0. 0.],"[ 6.798470e-06  6.798470e-06  0.000000e+00  8.477105e-06 -0.000000e+00
  8.477105e-06  2.247800e+03]",1.1,33,0,33,0
[0. 0. 0. 0. 0. 0. 0.],"[-6.798470e-06 -0.000000e+00  0.000000e+00  8.477105e-06 -8.477105e-06
 -0.000000e+00  2.247800e+03]",1.1333333,34,0,34,0
[0. 0. 0. 0. 0. 0. 0.],"[-0.000000e+00 -6.798470e-06  6.798470e-06 -0.000000e+00 -0.000000e+00
 -8.477105e-06  2.247800e+03]",1.1666666,35,0,35,0
[0. 0. 0. 0. 0. 0. 0.],"[-0.000000e+00 -0.000000e+00  0.000000e+00 -8.477105e-06 -8.477105e-06
 -0.000000e+00  2.247800e+03]",1.2,36,0,36,0
[  0.   0. -10.   0.   0.   0.   0.],"[-0.000000e+00  6.798470e-06  1.359694e-05 -8.477105e-06 -0.000000e+00
 -8.477105e-06  2.247800e+03]",1.2333333,37,0,37,0
[  0.   0. -10.   0.   0.   0.   0.],"[-0.000000e+00  6.798470e-06  6.798470e-06  8.477105e-06  8.477105e-06
 -0.000000e+00  2.247800e+03]",1.2666667,38,0,38,0
[  0.   0. -10.   0.   0.   0.   0.],"[-0.000000e+00  3.467220e-04 -3.950591e-02  3.390842e-05 -1.695421e-05
 -8.477105e-06  2.247800e+03]",1.3,39,0,39,0
[  0.   0. -10.   0.   0.   0.   0.],"[-1.0197706e-04  2.3930615e-03 -8.8722080e-01  2.0345052e-04
 -4.2385524e-05  8.4771054e-06  2.2478000e+03]",1.3333334,40,0,40,0
[  0.   0. -10.   0.   0.   0.   0.],"[-2.7193881e-05  8.0901798e-04 -3.6383851e+00 -9.3248156e-05
  8.4771054e-06  8.4771054e-06  2.2478000e+03]",1.3666667,41,0,41,0
[  0.   0. -20.   0.   0.   0.   0.],"[ 1.2237247e-04 -2.1687120e-03 -7.0595655e+00 -5.0862628e-04
  1.1020237e-04 -8.4771054e-06  2.2478000e+03]",1.4,42,0,42,0
[  0.   0. -20.   0.   0.   0.   0.],"[ 1.6316329e-04 -3.2564674e-03 -9.3263454e+00 -5.4253475e-04
  1.6106499e-04 -8.4771054e-06  2.2478000e+03]",1.4333333,43,0,43,0
[  0.   0. -20.   0.   0.   0.   0.],"[ 5.4387761e-05 -2.1075257e-03 -9.9780474e+00 -1.2715657e-04
  1.1867947e-04 -8.4771054e-06  2.2478000e+03]",1.4666667,44,0,44,0
[  0.   0. -20.   0.   0.   0.   0.],"[-6.7984702e-06 -7.6142867e-04 -1.0003079e+01  6.7816844e-05
  7.6293945e-05 -0.0000000e+00  2.2478000e+03]",1.5,45,0,45,0
[  0.   0. -30.   0.   0.   0.   0.],"[-1.0877552e-04  1.3528956e-03 -1.0355770e+01  3.3908419e-04
  1.6954211e-05 -0.0000000e+00  2.2478000e+03]",1.5333333,46,0,46,0
[  0.   0. -30.   0.   0.   0.   0.],"[-1.0877552e-04  1.3528956e-03 -1.2151477e+01  2.0345052e-04
  8.4771054e-06 -0.0000000e+00  2.2478000e+03]",1.5666667,47,0,47,0
[  0.   0. -30.   0.   0.   0.   0.],"[ 2.7193881e-05 -1.4616711e-03 -1.5724522e+01 -3.1365288e-04
  5.9339734e-05 -0.0000000e+00  2.2478000e+03]",1.6,48,0,48,0
[  0.   0. -40.   0.   0.   0.   0.],"[ 1.3596941e-04 -3.3176534e-03 -1.8586916e+01 -5.3405762e-04
  1.1020237e-04  8.4771054e-06  2.2478000e+03]",1.6333333,49,0,49,0
[  0.   0. -40.   0.   0.   0.   0.],"[ 8.1581646e-05 -2.9029469e-03 -1.9911869e+01 -2.7974448e-04
  9.3248156e-05 -8.4771054e-06  2.2478000e+03]",1.6666666,50,0,50,0
[  0.   0. -40.   0.   0.   0.   0.],"[-1.3596940e-05 -1.1217477e-03 -2.0000849e+01  4.2385524e-05
  5.9339734e-05  1.6954211e-05  2.2478000e+03]",1.7,51,0,51,0
[  0.   0. -40.   0.   0.   0.   0.],"[-4.7589292e-05 -2.1075258e-04 -2.0112200e+01  1.7801921e-04
  1.6954211e-05 -0.0000000e+00  2.2478000e+03]",1.7333333,52,0,52,0
[  0.   0. -40.   0.   0.   0.   0.],"[-1.3596941e-04  1.5976406e-03 -2.1445652e+01  2.8822158e-04
 -2.5431314e-05 -0.0000000e+00  2.2478000e+03]",1.7666667,53,0,53,0
[  0.   0. -40.   0.   0.   0.   0.],"[-2.0395411e-05 -5.5067608e-04 -2.4603018e+01 -1.6954209e-04
  3.3908422e-05 -0.0000000e+00  2.2478000e+03]",1.8,54,0,54,0
[  0.   0. -40.   0.   0.   0.   0.],"[ 1.0197706e-04 -2.8757530e-03 -2.7775919e+01 -5.0862628e-04
  7.6293945e-05  8.4771054e-06  2.2478000e+03]",1.8333334,55,0,55,0
[  0.   0. -40.   0.   0.   0.   0.],"[ 1.0877552e-04 -3.3312505e-03 -2.9621092e+01 -4.4080947e-04
  8.4771047e-05 -0.0000000e+00  2.2478000e+03]",1.8666667,56,0,56,0
[  0.   0. -40.   0.   0.   0.   0.],"[ 6.7984702e-06 -1.7811992e-03 -2.9998020e+01 -3.3908422e-05
  5.9339734e-05 -8.4771054e-06  2.2478000e+03]",1.9,57,0,57,0
[  0.   0. -40.  10.   0.   0.   0.],"[-2.0395411e-05 -9.5178583e-04 -3.0032665e+01  8.4771047e-05
  3.3908422e-05 -8.4771054e-06  2.2478000e+03]",1.9333333,58,0,58,0
[  0.   0. -40.  10.   0.   0.   0.],"[-1.2917093e-04  1.5772451e-03 -3.0756470e+01  3.5603842e-04
 -1.6954211e-05 -0.0000000e+00  2.2478000e+03]",1.9666667,59,0,59,0
[  0.   0. -40.  10.   0.   0.   0.],"[-5.4387761e-05  5.6427304e-04 -3.3372013e+01  4.2385524e-05
  8.4771054e-06  8.4771054e-06  2.2478000e+03]",2.0,60,0,60,0
[  0.   0. -40.  10.   0.   0.   0.],"[ 7.4783173e-05 -2.1823091e-03 -3.6803825e+01 -3.8994683e-04
  5.0862629e-05 -8.4771054e-06  2.2478000e+03]",2.0333333,61,0,61,0
[  0.   0. -40.  10.   0.   0.   0.],"[ 9.5178584e-05 -3.1748856e-03 -3.9326363e+01 -5.0014921e-04
  9.3248156e-05 -0.0000000e+00  2.2478000e+03]",2.0666666,62,0,62,0
[  0.   0. -40.  10.   0.   0.   0.],"[ 2.0395411e-05 -2.2230998e-03 -3.9987026e+01 -1.1867947e-04
  6.7816844e-05 -8.4771054e-06  2.2478000e+03]",2.1,63,0,63,0
[  0.   0. -40.  10.   0.   0.   0.],"[-2.0395411e-05 -1.2645154e-03 -4.0000603e+01  3.4756132e-04
  4.2385524e-05 -0.0000000e+00  2.2478000e+03]",2.1333334,64,0,64,0
[  0.   0. -40.  10.   0.   0.   0.],"[ 2.7193881e-05 -1.4208803e-03 -4.0000248e+01  1.2109206e+00
  4.2385524e-05 -8.4771054e-06  2.2478000e+03]",2.1666667,65,0,65,0
[  0.   0. -40.  10.   0.   0.   0.],"[-1.3596940e-05 -6.3225772e-04 -3.9999760e+01  6.2376657e+00
 -5.0862629e-05 -8.4771054e-06  2.2478000e+03]",2.2,66,0,66,0
[  0.   0. -40.  10.   0.   0.   0.],"[-6.7984707e-05  5.0988526e-04 -3.9999847e+01  9.6864824e+00
 -6.7816844e-05  8.4771054e-06  2.2478000e+03]",2.2333333,67,0,67,0
[  0.   0. -40.  10.   0.   0.   0.],"[-2.7193881e-05 -2.0395411e-05 -4.0000038e+01  1.0002560e+01
 -5.0862629e-05 -0.0000000e+00  2.2478000e+03]",2.2666667,68,0,68,0
[  0.   0. -40.  10.   0.   0.   0.],"[-1.3596940e-05 -2.0395411e-05 -4.0000011e+01  1.0000916e+01
 -4.2385524e-05 -0.0000000e+00  2.2478000e+03]",2.3,69,0,69,0
[  0.   0. -40.  10.   0.   0.   0.],"[-6.7984702e-06 -6.7984702e-06 -4.0000004e+01  1.0000203e+01
 -4.2385524e-05 -0.0000000e+00  2.2478000e+03]",2.3333333,70,0,70,0
[  0.   0. -40.  10.   0.   0.   0.],"[-6.7984702e-06 -1.3596940e-05 -4.0000004e+01  1.0000026e+01
 -2.5431314e-05  8.4771054e-06  2.2478000e+03]",2.3666666,71,0,71,0
[  0.   0. -40.  10.   0.   0.   0.],"[-0.0000000e+00 -2.0395411e-05 -3.9999996e+01  1.0000000e+01
 -3.3908422e-05 -0.0000000e+00  2.2478000e+03]",2.4,72,0,72,0
[  0.   0. -40.  10.   0.   0.   0.],"[-1.3596940e-05  6.7984702e-06 -3.9999996e+01  1.0000000e+01
 -1.6954211e-05 -0.0000000e+00  2.2478000e+03]",2.4333334,73,0,73,0
[  0.   0. -40.  10.   0.   0.   0.],"[ 6.7984702e-06 -6.7984702e-06 -3.9999996e+01  9.9999828e+00
 -2.5431314e-05 -8.4771054e-06  2.2478000e+03]",2.4666667,74,0,74,0
[  0.   0. -40.  10.   0.   0.   0.],"[-6.798470e-06 -0.000000e+00 -3.999999e+01  9.999983e+00 -0.000000e+00
  8.477105e-06  2.247800e+03]",2.5,75,0,75,0
[  0.   0. -40.  10.   0.   0.   0.],"[-0.0000000e+00 -0.0000000e+00 -3.9999996e+01  1.0000000e+01
  8.4771054e-06  8.4771054e-06  2.2478000e+03]",2.5333333,76,0,76,0
[  0.   0. -40.  10.   0.   0.   0.],"[-6.7984702e-06 -1.3596940e-05 -4.0000004e+01  9.9999914e+00
 -8.4771054e-06  8.4771054e-06  2.2478000e+03]",2.5666666,77,0,77,0
[  0.   0. -40.  10.   0.   0.   0.],"[-6.7984702e-06 -6.7984702e-06 -3.9999996e+01  1.0000000e+01
 -0.0000000e+00 -0.0000000e+00  2.2478000e+03]",2.6,78,0,78,0
[  0.   0. -40.  10.   0.   0.   0.],"[-0.0000000e+00 -0.0000000e+00 -3.9999996e+01  1.0000009e+01
 -8.4771054e-06 -8.4771054e-06  2.2478000e+03]",2.6333334,79,0,79,0
[  0.   0. -40.  10.   0.   0.   0.],"[-0.0000000e+00 -1.3596940e-05 -3.9999985e+01  9.9999914e+00
 -0.0000000e+00 -0.0000000e+00  2.2478000e+03]",2.6666667,80,0,80,0
[  0.   0. -40.  10.   0.   0.   0.],"[-0.0000000e+00 -0.0000000e+00 -4.0000004e+01  1.0000000e+01
 -8.4771054e-06 -0.0000000e+00  2.2478000e+03]",2.7,81,0,81,0
[  0.   0. -40.  10.   0.   0.   0.],"[-6.7984702e-06 -0.0000000e+00 -3.9999989e+01  1.0000009e+01
 -0.0000000e+00 -0.0000000e+00  2.2478000e+03]",2.7333333,82,0,82,0
[  0.   0. -40.  10.   0.   0.   0.],"[-6.7984702e-06 -0.0000000e+00 -3.9999996e+01  1.0000000e+01
 -0.0000000e+00 -8.4771054e-06  2.2478000e+03]",2.7666667,83,0,83,0
[  0.   0. -40.  10.   0.   0.   0.],"[-0.0000000e+00 -0.0000000e+00 -4.0000004e+01  9.9999914e+00
  8.4771054e-06 -0.0000000e+00  2.2478000e+03]",2.8,84,0,84,0
[  0.   0. -40.  10.   0.   0.   0.],"[-0.000000e+00 -0.000000e+00 -3.999999e+01  1.000000e+01 -8.477105e-06
  8.477105e-06  2.247800e+03]",2.8333333,85,0,85,0
[  0.   0. -40.  10.   0.   0.   0.],"[-6.7984702e-06 -0.0000000e+00 -3.9999989e+01  1.0000017e+01
 -1.6954211e-05 -0.0000000e+00  2.2478000e+03]",2.8666666,86,0,86,0
[  0.   0. -40.  10.   0.   0.   0.],"[ 6.798470e-06 -0.000000e+00 -4.000001e+01  1.000000e+01 -8.477105e-06
 -8.477105e-06  2.247800e+03]",2.9,87,0,87,0
[  0.   0. -40.  10.   0.   0. -10.],"[-0.0000000e+00 -0.0000000e+00 -3.9999996e+01  1.0000000e+01
 -1.6954211e-05 -0.0000000e+00  2.2478000e+03]",2.9333334,88,0,88,0
[  0.   0. -40.  10.   0.   0. -10.],"[-0.000000e+00 -6.798470e-06 -3.999999e+01  9.999991e+00 -0.000000e+00
  8.477105e-06  2.247800e+03]",2.9666667,89,0,89,0
[  0.   0. -40.  10.   0.   0. -10.],"[-1.3596940e-05 -0.0000000e+00 -3.9999985e+01  9.9999914e+00
 -8.4771054e-06 -8.4771054e-06  2.2478000e+03]",3.0,90,0,90,0
[  0.   0. -40.  10.   0.   0. -10.],"[ 6.7984702e-06 -0.0000000e+00 -4.0000004e+01  9.9999914e+00
 -0.0000000e+00  8.4771054e-06  2.1826001e+03]",3.0333333,91,0,91,0
[  0.   0. -40.  10.   0.   0. -10.],"[ 6.7984702e-06 -0.0000000e+00 -3.9999996e+01  1.0000000e+01
  8.4771054e-06 -8.4771054e-06  2.1551001e+03]",3.0666666,92,0,92,0
[  0.   0. -40.  10.   0.   0. -20.],"[ 6.7984702e-06 -0.0000000e+00 -3.9999996e+01  9.9999914e+00
 -8.4771054e-06 -0.0000000e+00  2.1497000e+03]",3.1,93,0,93,0
[  0.   0. -40.  10.   0.   0. -20.],"[ 6.7984702e-06 -6.7984702e-06 -3.9999989e+01  1.0000009e+01
 -0.0000000e+00 -0.0000000e+00  2.1497000e+03]",3.1333334,94,0,94,0
[  0.   0. -40.  10.   0.   0. -30.],"[-0.0000000e+00 -0.0000000e+00 -3.9999996e+01  1.0000000e+01
  8.4771054e-06  8.4771054e-06  2.1497000e+03]",3.1666667,95,0,95,0
[  0.   0. -40.  10.   0.   0. -30.],"[-1.3596940e-05  6.7984702e-06 -3.9999996e+01  1.0000000e+01
 -0.0000000e+00  8.4771054e-06  2.0862000e+03]",3.2,96,0,96,0
[  0.   0. -40.  10.   0.   0. -40.],"[-0.0000000e+00 -0.0000000e+00 -3.9999996e+01  1.0000000e+01
  8.4771054e-06 -0.0000000e+00  2.0563000e+03]",3.2333333,97,0,97,0
[  0.   0. -40.  10.   0.   0. -40.],"[-0.0000000e+00  6.7984702e-06 -3.9999996e+01  1.0000000e+01
 -0.0000000e+00 -0.0000000e+00  1.9819000e+03]",3.2666667,98,0,98,0
[  0.   0. -40.  10.   0.   0. -50.],"[-0.0000000e+00 -6.7984702e-06 -4.0000004e+01  1.0000000e+01
 -0.0000000e+00 -8.4771054e-06  1.9566000e+03]",3.3,99,0,99,0
[  0.   0. -40.  10.   0.   0. -60.],"[-0.0000000e+00  6.7984702e-06 -3.9999996e+01  1.0000000e+01
 -1.6954211e-05 -0.0000000e+00  1.8945000e+03]",3.3333333,100,0,100,0
[  0.   0. -40.  10.   0.   0. -60.],"[-0.0000000e+00  2.0395411e-05 -3.9999996e+01  1.0000009e+01
 -0.0000000e+00 -0.0000000e+00  1.8563000e+03]",3.3666666,101,0,101,0
[  0.   0. -40.  10.   0.   0. -70.],"[ 6.7984702e-06 -0.0000000e+00 -4.0000004e+01  1.0000000e+01
  8.4771054e-06 -8.4771054e-06  1.7872000e+03]",3.4,102,0,102,0
[  0.   0. -40.  10.   0.   0. -70.],"[-0.0000000e+00  6.7984702e-06 -4.0000004e+01  1.0000000e+01
 -0.0000000e+00  8.4771054e-06  1.7116000e+03]",3.4333334,103,0,103,0
[  0.   0. -40.  10.   0.   0. -80.],"[-1.3596940e-05 -0.0000000e+00 -3.9999996e+01  1.0000000e+01
 -0.0000000e+00 -8.4771054e-06  1.6610000e+03]",3.4666667,104,0,104,0
[  0.   0. -40.  10.   0.   0. -90.],"[-6.7984702e-06 -1.3596940e-05 -4.0000004e+01  9.9999914e+00
 -8.4771054e-06 -8.4771054e-06  1.5910000e+03]",3.5,105,0,105,0
[  0.   0. -40.  10.   0.   0. -90.],"[-0.0000000e+00 -0.0000000e+00 -4.0000004e+01  1.0000000e+01
  8.4771054e-06 -0.0000000e+00  1.5571000e+03]",3.5333333,106,0,106,0
[   0.    0.  -40.   10.    0.    0. -100.],"[-0.000000e+00 -6.798470e-06 -3.999999e+01  1.000000e+01 -8.477105e-06
 -0.000000e+00  1.488200e+03]",3.5666666,107,0,107,0
[   0.    0.  -40.   10.    0.    0. -100.],"[ 6.7984702e-06 -1.3596940e-05 -3.9999996e+01  1.0000009e+01
 -0.0000000e+00  8.4771054e-06  1.4119000e+03]",3.6,108,0,108,0
[   0.    0.  -40.   10.    0.    0. -110.],"[  -0.         -0.        -39.99999    10.000009   -0.         -0.
 1360.9     ]",3.6333334,109,0,109,0
[   0.    0.  -40.   10.    0.    0. -120.],"[-6.7984702e-06 -6.7984702e-06 -3.9999989e+01  1.0000009e+01
 -0.0000000e+00 -8.4771054e-06  1.2915000e+03]",3.6666667,110,0,110,0
[   0.    0.  -40.   10.    0.    0. -120.],"[-6.7984702e-06 -0.0000000e+00 -4.0000004e+01  1.0000000e+01
 -0.0000000e+00 -0.0000000e+00  1.2564000e+03]",3.7,111,0,111,0
[   0.    0.  -40.   10.    0.    0. -130.],"[-0.0000000e+00  6.7984702e-06 -4.0000004e+01  1.0000009e+01
 -0.0000000e+00  8.4771054e-06  1.1952000e+03]",3.7333333,112,0,112,0
[   0.    0.  -40.   10.    0.    0. -130.],"[-0.0000000e+00 -6.7984702e-06 -4.0000004e+01  1.0000009e+01
 -0.0000000e+00 -8.4771054e-06  1.1237000e+03]",3.7666667,113,0,113,0
[   0.    0.  -40.   10.    0.    0. -140.],"[-0.0000000e+00  6.7984702e-06 -4.0000004e+01  1.0000009e+01
  8.4771054e-06  8.4771054e-06  1.0607000e+03]",3.8,114,0,114,0
[   0.    0.  -40.   10.    0.    0. -140.],"[ 6.798470e-06  6.798470e-06 -3.999999e+01  1.000000e+01  8.477105e-06
 -0.000000e+00  9.910000e+02]",3.8333333,115,0,115,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-0.0000000e+00  1.3596940e-05 -3.9999996e+01  1.0000009e+01
 -0.0000000e+00 -0.0000000e+00  9.5759998e+02]",3.8666666,116,0,116,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-1.359694e-05  6.798470e-06 -3.999999e+01  1.000000e+01  8.477105e-06
 -1.695421e-05  8.892000e+02]",3.9,117,0,117,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-6.7984702e-06 -0.0000000e+00 -4.0000004e+01  9.9999914e+00
  8.4771054e-06  8.4771054e-06  8.5709998e+02]",3.9333334,118,0,118,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-6.7984702e-06 -0.0000000e+00 -4.0000004e+01  1.0000000e+01
 -0.0000000e+00 -0.0000000e+00  7.8870001e+02]",3.9666667,119,0,119,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-0.0000000e+00 -0.0000000e+00 -4.0000004e+01  1.0000000e+01
 -0.0000000e+00 -8.4771054e-06  7.5600000e+02]",4.0,120,0,120,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-1.359694e-05  1.359694e-05 -3.999999e+01  1.000000e+01 -0.000000e+00
  8.477105e-06  7.525000e+02]",4.0333333,121,0,121,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-0.0000000e+00 -0.0000000e+00 -3.9999996e+01  9.9999828e+00
 -1.6954211e-05 -8.4771054e-06  7.5250000e+02]",4.0666666,122,0,122,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-0.0000000e+00  6.7984702e-06 -3.9999996e+01  1.0000009e+01
 -0.0000000e+00 -0.0000000e+00  7.5250000e+02]",4.1,123,0,123,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-0.0000000e+00 -0.0000000e+00 -4.0000004e+01  1.0000000e+01
 -8.4771054e-06  1.6954211e-05  7.5250000e+02]",4.133333,124,0,124,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-6.7984702e-06 -6.7984702e-06 -4.0000004e+01  1.0000000e+01
  1.6954211e-05  8.4771054e-06  7.5250000e+02]",4.1666665,125,0,125,0
[   0.    0.  -40.   10.    0.    0. -150.],"[ -0.        -0.       -39.999996  10.        -0.        -0.
 752.5     ]",4.2,126,0,126,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-0.0000000e+00 -6.7984702e-06 -3.9999996e+01  1.0000009e+01
  8.4771054e-06 -8.4771054e-06  7.5250000e+02]",4.233333,127,0,127,0
[   0.    0.  -40.   10.    0.    0. -150.],"[ 1.359694e-05  1.359694e-05 -3.999999e+01  9.999991e+00 -0.000000e+00
 -0.000000e+00  7.525000e+02]",4.266667,128,0,128,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-1.3596940e-05 -0.0000000e+00 -3.9999996e+01  9.9999914e+00
  8.4771054e-06  8.4771054e-06  7.5250000e+02]",4.3,129,0,129,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-6.7984702e-06 -0.0000000e+00 -4.0000004e+01  9.9999914e+00
 -1.6954211e-05 -0.0000000e+00  7.5250000e+02]",4.3333335,130,0,130,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-0.0000000e+00 -0.0000000e+00 -3.9999996e+01  1.0000000e+01
 -8.4771054e-06  8.4771054e-06  7.5250000e+02]",4.366667,131,0,131,0
[   0.    0.  -40.   10.    0.    0. -150.],"[-0.0000000e+00 -1.3596940e-05 -3.9999989e+01  1.0000009e+01
 -0.0000000e+00 -0.0000000e+00  7.5250000e+02]",4.4,132,0,132,0
